#u	v	pathways
P01185	O15303	hsa04072
O15303	P01185	hsa04072
P01185	P30556	hsa04072
P30556	P01185	hsa04072
P01185	Q9H1C0	hsa04072
Q9H1C0	P01185	hsa04072
P01185	P25116	hsa04072
P25116	P01185	hsa04072
P01185	P41594	hsa04072
P41594	P01185	hsa04072
P10145	Q92633	hsa04072
Q92633	P10145	hsa04072
P10145	P47901	hsa04072
P47901	P10145	hsa04072
P10145	Q13255	hsa04072
Q13255	P10145	hsa04072
P10145	P43088	hsa04072
P43088	P10145	hsa04072
P10145	Q14416	hsa04072
Q14416	P10145	hsa04072
P10145	P30518	hsa04072
P30518	P10145	hsa04072
P10145	Q9HBW0	hsa04072
Q9HBW0	P10145	hsa04072
P10145	P37288	hsa04072
P37288	P10145	hsa04072
P10145	Q9UBY5	hsa04072
Q9UBY5	P10145	hsa04072
P10145	O00222	hsa04072
O00222	P10145	hsa04072
P10145	Q14831	hsa04072
Q14831	P10145	hsa04072
P10145	P43657	hsa04072
P43657	P10145	hsa04072
P10145	Q14832	hsa04072
Q14832	P10145	hsa04072
P10145	Q14833	hsa04072
Q14833	P10145	hsa04072
P10145	Q99677	hsa04072
Q99677	P10145	hsa04072
P10145	O15303	hsa04072
O15303	P10145	hsa04072
P10145	P30556	hsa04072
P30556	P10145	hsa04072
P10145	Q9H1C0	hsa04072
Q9H1C0	P10145	hsa04072
P10145	P25116	hsa04072
P25116	P10145	hsa04072
P10145	P41594	hsa04072
P41594	P10145	hsa04072
Q9HBW0	Q01970	hsa04072
Q01970	Q9HBW0	hsa04072
Q13255	Q03113	hsa04730|hsa04072
Q03113	Q13255	hsa04730|hsa04072
P25024	Q03113	hsa04072
Q03113	P25024	hsa04072
P43088	Q03113	hsa04072
Q03113	P43088	hsa04072
Q14416	Q03113	hsa04072
Q03113	Q14416	hsa04072
P30518	Q03113	hsa04072
Q03113	P30518	hsa04072
P25025	Q03113	hsa04072
Q03113	P25025	hsa04072
Q9UBY5	Q03113	hsa04072
Q03113	Q9UBY5	hsa04072
O00222	Q03113	hsa04072
Q03113	O00222	hsa04072
Q14831	Q03113	hsa04072
Q03113	Q14831	hsa04072
P43657	Q03113	hsa04072
Q03113	P43657	hsa04072
Q14832	Q03113	hsa04072
Q03113	Q14832	hsa04072
Q14833	Q03113	hsa04072
Q03113	Q14833	hsa04072
O15303	Q03113	hsa04072
Q03113	O15303	hsa04072
P41594	Q03113	hsa04072
Q03113	P41594	hsa04072
Q03113	Q14289	hsa04072
Q14289	Q03113	hsa04072
Q14289	P61586	hsa04072
P61586	Q14289	hsa04072
Q13255	Q14344	hsa04730|hsa04072
Q14344	Q13255	hsa04730|hsa04072
P25024	Q14344	hsa04072
Q14344	P25024	hsa04072
P43088	Q14344	hsa04072
Q14344	P43088	hsa04072
Q14416	Q14344	hsa04072
Q14344	Q14416	hsa04072
P30518	Q14344	hsa04072
Q14344	P30518	hsa04072
P25025	Q14344	hsa04072
Q14344	P25025	hsa04072
Q9UBY5	Q14344	hsa04072
Q14344	Q9UBY5	hsa04072
O00222	Q14344	hsa04072
Q14344	O00222	hsa04072
Q14831	Q14344	hsa04072
Q14344	Q14831	hsa04072
P43657	Q14344	hsa04072
Q14344	P43657	hsa04072
Q14832	Q14344	hsa04072
Q14344	Q14832	hsa04072
Q14833	Q14344	hsa04072
Q14344	Q14833	hsa04072
O15303	Q14344	hsa04072
Q14344	O15303	hsa04072
P41594	Q14344	hsa04072
Q14344	P41594	hsa04072
Q14344	Q5UE93	hsa04072
Q5UE93	Q14344	hsa04072
Q14344	P48736	hsa04072
P48736	Q14344	hsa04072
Q14344	Q8WYR1	hsa04072
Q8WYR1	Q14344	hsa04072
Q15438	P84077	hsa04072
P84077	Q15438	hsa04072
O43739	P84077	hsa04072
P84077	O43739	hsa04072
Q99418	P84077	hsa04072
P84077	Q99418	hsa04072
Q9UIA0	P84077	hsa04072
P84077	Q9UIA0	hsa04072
P47901	P63092	hsa04072
P63092	P47901	hsa04072
P47901	O95467	hsa04072
O95467	P47901	hsa04072
P25024	P63092	hsa04072
P63092	P25024	hsa04072
P25024	O95467	hsa04072
O95467	P25024	hsa04072
P43088	P63092	hsa04072
P63092	P43088	hsa04072
P43088	O95467	hsa04072
O95467	P43088	hsa04072
Q14416	P63092	hsa04072
P63092	Q14416	hsa04072
Q14416	O95467	hsa04072
O95467	Q14416	hsa04072
P30518	P63092	hsa04962|hsa04072
P63092	P30518	hsa04962|hsa04072
P30518	O95467	hsa04962|hsa04072
O95467	P30518	hsa04962|hsa04072
P37288	P63092	hsa04072
P63092	P37288	hsa04072
P37288	O95467	hsa04072
O95467	P37288	hsa04072
P25025	P63092	hsa04072
P63092	P25025	hsa04072
P25025	O95467	hsa04072
O95467	P25025	hsa04072
O00222	P63092	hsa04072
P63092	O00222	hsa04072
O00222	O95467	hsa04072
O95467	O00222	hsa04072
Q14831	P63092	hsa04072
P63092	Q14831	hsa04072
Q14831	O95467	hsa04072
O95467	Q14831	hsa04072
P43657	P63092	hsa04072
P63092	P43657	hsa04072
P43657	O95467	hsa04072
O95467	P43657	hsa04072
Q14832	P63092	hsa04072
P63092	Q14832	hsa04072
Q14832	O95467	hsa04072
O95467	Q14832	hsa04072
Q14833	P63092	hsa04072
P63092	Q14833	hsa04072
Q14833	O95467	hsa04072
O95467	Q14833	hsa04072
O15303	P63092	hsa04072
P63092	O15303	hsa04072
O15303	O95467	hsa04072
O95467	O15303	hsa04072
P30556	P63092	hsa04072
P63092	P30556	hsa04072
P30556	O95467	hsa04072
O95467	P30556	hsa04072
P50613	P51946	hsa04110
P51946	P50613	hsa04110
P06493	P78396	hsa04110
P78396	P06493	hsa04110
P06493	P20248	hsa04110
P20248	P06493	hsa04110
Q9Y5N6	Q9UBD5	hsa04110
Q9UBD5	Q9Y5N6	hsa04110
Q9Y5N6	O43913	hsa04110
O43913	Q9Y5N6	hsa04110
Q9Y5N6	O43929	hsa04110
O43929	Q9Y5N6	hsa04110
Q9Y5N6	Q13416	hsa04110
Q13416	Q9Y5N6	hsa04110
Q9Y5N6	Q13415	hsa04110
Q13415	Q9Y5N6	hsa04110
Q9UBD5	O43913	hsa04110
O43913	Q9UBD5	hsa04110
Q9UBD5	O43929	hsa04110
O43929	Q9UBD5	hsa04110
Q9UBD5	Q13416	hsa04110
Q13416	Q9UBD5	hsa04110
Q9UBD5	Q13415	hsa04110
Q13415	Q9UBD5	hsa04110
O43913	O43929	hsa04110
O43929	O43913	hsa04110
O43913	Q13416	hsa04110
Q13416	O43913	hsa04110
O43913	Q13415	hsa04110
Q13415	O43913	hsa04110
O43929	Q13416	hsa04110
Q13416	O43929	hsa04110
O43929	Q13415	hsa04110
Q13415	O43929	hsa04110
Q13416	Q13415	hsa04110
Q13415	Q13416	hsa04110
P33993	Q14566	hsa04110
Q14566	P33993	hsa04110
P33993	P33992	hsa04110
P33992	P33993	hsa04110
P33993	P33991	hsa04110
P33991	P33993	hsa04110
P33993	P25205	hsa04110
P25205	P33993	hsa04110
P33993	P49736	hsa04110
P49736	P33993	hsa04110
Q14566	P33992	hsa04110
P33992	Q14566	hsa04110
Q14566	P33991	hsa04110
P33991	Q14566	hsa04110
Q14566	P25205	hsa04110
P25205	Q14566	hsa04110
Q14566	P49736	hsa04110
P49736	Q14566	hsa04110
P33992	P33991	hsa04110
P33991	P33992	hsa04110
P33992	P25205	hsa04110
P25205	P33992	hsa04110
P33992	P49736	hsa04110
P49736	P33992	hsa04110
P33991	P25205	hsa04110
P25205	P33991	hsa04110
P33991	P49736	hsa04110
P49736	P33991	hsa04110
P25205	P49736	hsa04110
P49736	P25205	hsa04110
Q9UBU7	O00311	hsa04110
O00311	Q9UBU7	hsa04110
P63208	Q13309	hsa04110|hsa05200
Q13309	P63208	hsa04110|hsa05200
P62877	Q13309	hsa04110|hsa05200
Q13309	P62877	hsa04110|hsa05200
Q13616	Q13309	hsa04110|hsa05200
Q13309	Q13616	hsa04110|hsa05200
Q9UM11	Q9H1A4	hsa04914|hsa04110
Q9H1A4	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9BS18	hsa04914|hsa04110
Q9BS18	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9UJX2	hsa04914|hsa04110
Q9UJX2	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9UJX6	hsa04914|hsa04110
Q9UJX6	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9UJX4	hsa04914|hsa04110
Q9UJX4	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9UM13	hsa04914|hsa04110
Q9UM13	Q9UM11	hsa04914|hsa04110
Q9UM11	Q13042	hsa04914|hsa04110
Q13042	Q9UM11	hsa04914|hsa04110
Q9UM11	Q8NHZ8	hsa04914|hsa04110
Q8NHZ8	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9UJX5	hsa04914|hsa04110
Q9UJX5	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9UJX3	hsa04914|hsa04110
Q9UJX3	Q9UM11	hsa04914|hsa04110
Q9UM11	Q9NYG5	hsa04914|hsa04110
Q9NYG5	Q9UM11	hsa04914|hsa04110
Q9UM11	P30260	hsa04914|hsa04110
P30260	Q9UM11	hsa04914|hsa04110
O60566	Q13257	hsa04110|hsa05166
Q13257	O60566	hsa04110|hsa05166
O60566	Q9UI95	hsa04110
Q9UI95	O60566	hsa04110
O60566	O43684	hsa04110|hsa05166
O43684	O60566	hsa04110|hsa05166
Q13257	O43684	hsa04110|hsa05166
O43684	Q13257	hsa04110|hsa05166
Q9UI95	O43684	hsa04110
O43684	Q9UI95	hsa04110
Q9UQE7	Q8WVM7	hsa04110
Q8WVM7	Q9UQE7	hsa04110
Q9UQE7	Q8N3U4	hsa04110
Q8N3U4	Q9UQE7	hsa04110
Q9UQE7	O60216	hsa04110
O60216	Q9UQE7	hsa04110
Q9UQE7	Q14683	hsa04110
Q14683	Q9UQE7	hsa04110
Q9UQE7	Q8NDV3	hsa04110
Q8NDV3	Q9UQE7	hsa04110
Q8WVM7	O60216	hsa04110
O60216	Q8WVM7	hsa04110
Q8N3U4	O60216	hsa04110
O60216	Q8N3U4	hsa04110
Q8WVM7	Q14683	hsa04110
Q14683	Q8WVM7	hsa04110
Q8WVM7	Q8NDV3	hsa04110
Q8NDV3	Q8WVM7	hsa04110
Q8N3U4	Q14683	hsa04110
Q14683	Q8N3U4	hsa04110
Q8N3U4	Q8NDV3	hsa04110
Q8NDV3	Q8N3U4	hsa04110
O60216	Q14683	hsa04110
Q14683	O60216	hsa04110
O60216	Q8NDV3	hsa04110
Q8NDV3	O60216	hsa04110
Q14188	Q15329	hsa04110
Q15329	Q14188	hsa04110
Q14188	Q16254	hsa04110
Q16254	Q14188	hsa04110
Q14188	Q01094	hsa04110
Q01094	Q14188	hsa04110
Q14188	O00716	hsa04110
O00716	Q14188	hsa04110
Q14188	Q14209	hsa04110
Q14209	Q14188	hsa04110
Q14186	Q01094	hsa04110
Q01094	Q14186	hsa04110
Q14186	O00716	hsa04110
O00716	Q14186	hsa04110
Q14186	Q14209	hsa04110
Q14209	Q14186	hsa04110
P28749	Q14188	hsa04110
Q14188	P28749	hsa04110
P49841	P24385	hsa04151|hsa04110|hsa05165|hsa04917
P24385	P49841	hsa04151|hsa04110|hsa05165|hsa04917
P49841	P30279	hsa04110
P30279	P49841	hsa04110
P49841	P30281	hsa04110
P30281	P49841	hsa04110
O95257	P12004	hsa04110
P12004	O95257	hsa04110
P24522	P12004	hsa04110
P12004	P24522	hsa04110
O75293	P12004	hsa04110
P12004	O75293	hsa04110
Q00987	P06400	hsa04110
P06400	Q00987	hsa04110
Q09472	P04637	hsa05203|hsa04110|hsa05165
P04637	Q09472	hsa05203|hsa04110|hsa05165
Q92793	P04637	hsa05203|hsa04110|hsa05165
P04637	Q92793	hsa05203|hsa04110|hsa05165
P78527	P04637	hsa04110
P04637	P78527	hsa04110
O96017	P30304	hsa04110
P30304	O96017	hsa04110
O96017	P30305	hsa04110
P30305	O96017	hsa04110
O96017	P30307	hsa04110
P30307	O96017	hsa04110
O14757	P30305	hsa04110
P30305	O14757	hsa04110
P61981	P30305	hsa04110
P30305	P61981	hsa04110
P27348	P30305	hsa04110
P30305	P27348	hsa04110
P31946	P30305	hsa04110
P30305	P31946	hsa04110
P63104	P30305	hsa04110
P30305	P63104	hsa04110
P62258	P30305	hsa04110
P30305	P62258	hsa04110
Q04917	P30305	hsa04110
P30305	Q04917	hsa04110
P24941	P49918	hsa04110
P49918	P24941	hsa04110
P24864	P49918	hsa04110
P49918	P24864	hsa04110
O96020	P49918	hsa04110
P49918	O96020	hsa04110
P50613	P06493	hsa04110
P06493	P50613	hsa04110
P51946	P06493	hsa04110
P06493	P51946	hsa04110
P24941	Q99741	hsa04110
Q99741	P24941	hsa04110
P78396	Q99741	hsa04110
Q99741	P78396	hsa04110
P20248	Q99741	hsa04110
Q99741	P20248	hsa04110
P50613	P24941	hsa04110
P24941	P50613	hsa04110
P51946	P24941	hsa04110
P24941	P51946	hsa04110
P06493	P06400	hsa04110
P06400	P06493	hsa04110
P78396	P06400	hsa05169|hsa04110|hsa05166
P06400	P78396	hsa05169|hsa04110|hsa05166
P20248	P06400	hsa05169|hsa04110|hsa05166
P06400	P20248	hsa05169|hsa04110|hsa05166
P53350	P30305	hsa04914|hsa04110
P30305	P53350	hsa04914|hsa04110
P53350	Q99640	hsa04110
Q99640	P53350	hsa04110
Q99741	Q9Y5N6	hsa04110
Q9Y5N6	Q99741	hsa04110
Q99741	Q9UBD5	hsa04110
Q9UBD5	Q99741	hsa04110
Q99741	O43913	hsa04110
O43913	Q99741	hsa04110
Q99741	O43929	hsa04110
O43929	Q99741	hsa04110
Q99741	Q13416	hsa04110
Q13416	Q99741	hsa04110
Q99741	Q13415	hsa04110
Q13415	Q99741	hsa04110
Q9Y5N6	P33993	hsa04110
P33993	Q9Y5N6	hsa04110
Q9Y5N6	Q14566	hsa04110
Q14566	Q9Y5N6	hsa04110
Q9Y5N6	P33992	hsa04110
P33992	Q9Y5N6	hsa04110
Q9Y5N6	P33991	hsa04110
P33991	Q9Y5N6	hsa04110
Q9Y5N6	P25205	hsa04110
P25205	Q9Y5N6	hsa04110
Q9Y5N6	P49736	hsa04110
P49736	Q9Y5N6	hsa04110
Q9UBD5	P33993	hsa04110
P33993	Q9UBD5	hsa04110
Q9UBD5	Q14566	hsa04110
Q14566	Q9UBD5	hsa04110
Q9UBD5	P33992	hsa04110
P33992	Q9UBD5	hsa04110
Q9UBD5	P33991	hsa04110
P33991	Q9UBD5	hsa04110
Q9UBD5	P25205	hsa04110
P25205	Q9UBD5	hsa04110
Q9UBD5	P49736	hsa04110
P49736	Q9UBD5	hsa04110
O43913	P33993	hsa04110
P33993	O43913	hsa04110
O43913	Q14566	hsa04110
Q14566	O43913	hsa04110
O43913	P33992	hsa04110
P33992	O43913	hsa04110
O43913	P33991	hsa04110
P33991	O43913	hsa04110
O43913	P25205	hsa04110
P25205	O43913	hsa04110
O43913	P49736	hsa04110
P49736	O43913	hsa04110
O43929	P33993	hsa04110
P33993	O43929	hsa04110
O43929	Q14566	hsa04110
Q14566	O43929	hsa04110
O43929	P33992	hsa04110
P33992	O43929	hsa04110
O43929	P33991	hsa04110
P33991	O43929	hsa04110
O43929	P25205	hsa04110
P25205	O43929	hsa04110
O43929	P49736	hsa04110
P49736	O43929	hsa04110
Q13416	P33993	hsa04110
P33993	Q13416	hsa04110
Q13416	Q14566	hsa04110
Q14566	Q13416	hsa04110
Q13416	P33992	hsa04110
P33992	Q13416	hsa04110
Q13416	P33991	hsa04110
P33991	Q13416	hsa04110
Q13416	P25205	hsa04110
P25205	Q13416	hsa04110
Q13416	P49736	hsa04110
P49736	Q13416	hsa04110
Q13415	P33993	hsa04110
P33993	Q13415	hsa04110
Q13415	Q14566	hsa04110
Q14566	Q13415	hsa04110
Q13415	P33992	hsa04110
P33992	Q13415	hsa04110
Q13415	P33991	hsa04110
P33991	Q13415	hsa04110
Q13415	P25205	hsa04110
P25205	Q13415	hsa04110
Q13415	P49736	hsa04110
P49736	Q13415	hsa04110
O75419	P33993	hsa04110
P33993	O75419	hsa04110
O75419	Q14566	hsa04110
Q14566	O75419	hsa04110
O75419	P33992	hsa04110
P33992	O75419	hsa04110
O75419	P33991	hsa04110
P33991	O75419	hsa04110
O75419	P25205	hsa04110
P25205	O75419	hsa04110
O75419	P49736	hsa04110
P49736	O75419	hsa04110
Q9UBU7	P33993	hsa04110
P33993	Q9UBU7	hsa04110
Q9UBU7	Q14566	hsa04110
Q14566	Q9UBU7	hsa04110
Q9UBU7	P33992	hsa04110
P33992	Q9UBU7	hsa04110
Q9UBU7	P33991	hsa04110
P33991	Q9UBU7	hsa04110
Q9UBU7	P25205	hsa04110
P25205	Q9UBU7	hsa04110
Q9UBU7	P49736	hsa04110
P49736	Q9UBU7	hsa04110
O00311	P33993	hsa04110
P33993	O00311	hsa04110
O00311	Q14566	hsa04110
Q14566	O00311	hsa04110
O00311	P33992	hsa04110
P33992	O00311	hsa04110
O00311	P33991	hsa04110
P33991	O00311	hsa04110
O00311	P25205	hsa04110
P25205	O00311	hsa04110
O00311	P49736	hsa04110
P49736	O00311	hsa04110
P06493	P53350	hsa04110
P53350	P06493	hsa04110
Q8WWL7	P53350	hsa04110
P53350	Q8WWL7	hsa04110
P14635	P53350	hsa04110
P53350	P14635	hsa04110
O95067	P53350	hsa04110
P53350	O95067	hsa04110
P30305	P06493	hsa04914|hsa04110
P06493	P30305	hsa04914|hsa04110
P49918	P11802	hsa04110
P11802	P49918	hsa04110
P49918	Q00534	hsa04110
Q00534	P49918	hsa04110
P49918	P24385	hsa04110
P24385	P49918	hsa04110
P49918	P30279	hsa04110
P30279	P49918	hsa04110
P49918	P30281	hsa04110
P30281	P49918	hsa04110
P46527	P78396	hsa05169|hsa04110
P78396	P46527	hsa05169|hsa04110
P46527	P20248	hsa05169|hsa04110
P20248	P46527	hsa05169|hsa04110
P49918	P78396	hsa04110
P78396	P49918	hsa04110
P49918	P20248	hsa04110
P20248	P49918	hsa04110
P12004	P11802	hsa04110
P11802	P12004	hsa04110
P12004	Q00534	hsa04110
Q00534	P12004	hsa04110
P12004	P24385	hsa04110
P24385	P12004	hsa04110
P12004	P30279	hsa04110
P30279	P12004	hsa04110
P12004	P30281	hsa04110
P30281	P12004	hsa04110
P31947	Q8WWL7	hsa04110
Q8WWL7	P31947	hsa04110
P31947	P14635	hsa04110|hsa04115
P14635	P31947	hsa04110|hsa04115
P31947	O95067	hsa04110|hsa04115
O95067	P31947	hsa04110|hsa04115
P63208	P24941	hsa04110
P24941	P63208	hsa04110
P62877	P24941	hsa04110
P24941	P62877	hsa04110
Q13616	P24941	hsa04110
P24941	Q13616	hsa04110
P63208	P24864	hsa04110
P24864	P63208	hsa04110
P63208	O96020	hsa04110
O96020	P63208	hsa04110
P62877	P24864	hsa04110
P24864	P62877	hsa04110
P62877	O96020	hsa04110
O96020	P62877	hsa04110
Q13616	P24864	hsa04110
P24864	Q13616	hsa04110
Q13616	O96020	hsa04110
O96020	Q13616	hsa04110
Q13309	P24941	hsa04110
P24941	Q13309	hsa04110
Q13309	P24864	hsa04110
P24864	Q13309	hsa04110
Q13309	O96020	hsa04110
O96020	Q13309	hsa04110
P63208	P46527	hsa04110|hsa05200
P46527	P63208	hsa04110|hsa05200
P63208	P49918	hsa04110
P49918	P63208	hsa04110
P62877	P46527	hsa04110|hsa05200
P46527	P62877	hsa04110|hsa05200
P62877	P49918	hsa04110
P49918	P62877	hsa04110
Q13616	P46527	hsa04110|hsa05200
P46527	Q13616	hsa04110|hsa05200
Q13616	P49918	hsa04110
P49918	Q13616	hsa04110
Q13309	P46527	hsa05169|hsa04110|hsa05200|hsa05222
P46527	Q13309	hsa05169|hsa04110|hsa05200|hsa05222
Q13309	P49918	hsa04110
P49918	Q13309	hsa04110
P63208	P38936	hsa04110
P38936	P63208	hsa04110
P62877	P38936	hsa04110
P38936	P62877	hsa04110
Q13616	P38936	hsa04110
P38936	Q13616	hsa04110
Q13309	P38936	hsa04110
P38936	Q13309	hsa04110
Q12834	Q9UM11	hsa04110
Q9UM11	Q12834	hsa04110
Q9H1A4	Q9BS18	hsa04110
Q9BS18	Q9H1A4	hsa04110
Q9H1A4	Q9UJX2	hsa04110
Q9UJX2	Q9H1A4	hsa04110
Q9H1A4	Q9UJX6	hsa04110
Q9UJX6	Q9H1A4	hsa04110
Q9H1A4	Q9UJX4	hsa04110
Q9UJX4	Q9H1A4	hsa04110
Q9H1A4	Q9UM13	hsa04110
Q9UM13	Q9H1A4	hsa04110
Q9H1A4	Q13042	hsa04110
Q13042	Q9H1A4	hsa04110
Q9H1A4	Q8NHZ8	hsa04110
Q8NHZ8	Q9H1A4	hsa04110
Q9H1A4	Q9UJX5	hsa04110
Q9UJX5	Q9H1A4	hsa04110
Q9H1A4	Q9UJX3	hsa04110
Q9UJX3	Q9H1A4	hsa04110
Q9H1A4	Q9NYG5	hsa04110
Q9NYG5	Q9H1A4	hsa04110
Q9H1A4	P30260	hsa04110
P30260	Q9H1A4	hsa04110
Q9BS18	Q9UJX2	hsa04110
Q9UJX2	Q9BS18	hsa04110
Q9BS18	Q9UJX6	hsa04110
Q9UJX6	Q9BS18	hsa04110
Q9BS18	Q9UJX4	hsa04110
Q9UJX4	Q9BS18	hsa04110
Q9BS18	Q9UM13	hsa04110
Q9UM13	Q9BS18	hsa04110
Q9BS18	Q13042	hsa04110
Q13042	Q9BS18	hsa04110
Q9BS18	Q8NHZ8	hsa04110
Q8NHZ8	Q9BS18	hsa04110
Q9BS18	Q9UJX5	hsa04110
Q9UJX5	Q9BS18	hsa04110
Q9BS18	Q9UJX3	hsa04110
Q9UJX3	Q9BS18	hsa04110
Q9BS18	Q9NYG5	hsa04110
Q9NYG5	Q9BS18	hsa04110
Q9BS18	P30260	hsa04110
P30260	Q9BS18	hsa04110
Q9UJX2	Q9UJX6	hsa04110
Q9UJX6	Q9UJX2	hsa04110
Q9UJX2	Q9UJX4	hsa04110
Q9UJX4	Q9UJX2	hsa04110
Q9UJX2	Q9UM13	hsa04110
Q9UM13	Q9UJX2	hsa04110
Q9UJX2	Q13042	hsa04110
Q13042	Q9UJX2	hsa04110
Q9UJX2	Q8NHZ8	hsa04110
Q8NHZ8	Q9UJX2	hsa04110
Q9UJX2	Q9UJX5	hsa04110
Q9UJX5	Q9UJX2	hsa04110
Q9UJX2	Q9UJX3	hsa04110
Q9UJX3	Q9UJX2	hsa04110
Q9UJX2	Q9NYG5	hsa04110
Q9NYG5	Q9UJX2	hsa04110
Q9UJX2	P30260	hsa04110
P30260	Q9UJX2	hsa04110
Q9UJX6	Q9UJX4	hsa04110
Q9UJX4	Q9UJX6	hsa04110
Q9UJX6	Q9UM13	hsa04110
Q9UM13	Q9UJX6	hsa04110
Q9UJX6	Q13042	hsa04110
Q13042	Q9UJX6	hsa04110
Q9UJX6	Q8NHZ8	hsa04110
Q8NHZ8	Q9UJX6	hsa04110
Q9UJX6	Q9UJX5	hsa04110
Q9UJX5	Q9UJX6	hsa04110
Q9UJX6	Q9UJX3	hsa04110
Q9UJX3	Q9UJX6	hsa04110
Q9UJX6	Q9NYG5	hsa04110
Q9NYG5	Q9UJX6	hsa04110
Q9UJX6	P30260	hsa04110
P30260	Q9UJX6	hsa04110
Q9UJX4	Q9UM13	hsa04110
Q9UM13	Q9UJX4	hsa04110
Q9UJX4	Q13042	hsa04110
Q13042	Q9UJX4	hsa04110
Q9UJX4	Q8NHZ8	hsa04110
Q8NHZ8	Q9UJX4	hsa04110
Q9UJX4	Q9UJX5	hsa04110
Q9UJX5	Q9UJX4	hsa04110
Q9UJX4	Q9UJX3	hsa04110
Q9UJX3	Q9UJX4	hsa04110
Q9UJX4	Q9NYG5	hsa04110
Q9NYG5	Q9UJX4	hsa04110
Q9UJX4	P30260	hsa04110
P30260	Q9UJX4	hsa04110
Q9UM13	Q13042	hsa04110
Q13042	Q9UM13	hsa04110
Q9UM13	Q8NHZ8	hsa04110
Q8NHZ8	Q9UM13	hsa04110
Q9UM13	Q9UJX5	hsa04110
Q9UJX5	Q9UM13	hsa04110
Q9UM13	Q9UJX3	hsa04110
Q9UJX3	Q9UM13	hsa04110
Q9UM13	Q9NYG5	hsa04110
Q9NYG5	Q9UM13	hsa04110
Q9UM13	P30260	hsa04110
P30260	Q9UM13	hsa04110
Q13042	Q8NHZ8	hsa04110
Q8NHZ8	Q13042	hsa04110
Q13042	Q9UJX5	hsa04110
Q9UJX5	Q13042	hsa04110
Q13042	Q9UJX3	hsa04110
Q9UJX3	Q13042	hsa04110
Q13042	Q9NYG5	hsa04110
Q9NYG5	Q13042	hsa04110
Q13042	P30260	hsa04110
P30260	Q13042	hsa04110
Q8NHZ8	Q9UJX5	hsa04110
Q9UJX5	Q8NHZ8	hsa04110
Q8NHZ8	Q9UJX3	hsa04110
Q9UJX3	Q8NHZ8	hsa04110
Q8NHZ8	Q9NYG5	hsa04110
Q9NYG5	Q8NHZ8	hsa04110
Q8NHZ8	P30260	hsa04110
P30260	Q8NHZ8	hsa04110
Q9UJX5	Q9UJX3	hsa04110
Q9UJX3	Q9UJX5	hsa04110
Q9UJX5	Q9NYG5	hsa04110
Q9NYG5	Q9UJX5	hsa04110
Q9UJX5	P30260	hsa04110
P30260	Q9UJX5	hsa04110
Q9UJX3	Q9NYG5	hsa04110
Q9NYG5	Q9UJX3	hsa04110
Q9UJX3	P30260	hsa04110
P30260	Q9UJX3	hsa04110
Q9NYG5	P30260	hsa04110
P30260	Q9NYG5	hsa04110
Q9UM11	P06493	hsa04110
P06493	Q9UM11	hsa04110
Q9UM11	Q8WWL7	hsa04110
Q8WWL7	Q9UM11	hsa04110
Q9UM11	P14635	hsa04110
P14635	Q9UM11	hsa04110
Q9UM11	O95067	hsa04110
O95067	Q9UM11	hsa04110
Q9H1A4	P06493	hsa04110
P06493	Q9H1A4	hsa04110
Q9BS18	P06493	hsa04110
P06493	Q9BS18	hsa04110
Q9UJX2	P06493	hsa04110
P06493	Q9UJX2	hsa04110
Q9UJX6	P06493	hsa04110
P06493	Q9UJX6	hsa04110
Q9UJX4	P06493	hsa04110
P06493	Q9UJX4	hsa04110
Q9UM13	P06493	hsa04110
P06493	Q9UM13	hsa04110
Q13042	P06493	hsa04110
P06493	Q13042	hsa04110
Q8NHZ8	P06493	hsa04110
P06493	Q8NHZ8	hsa04110
Q9UJX5	P06493	hsa04110
P06493	Q9UJX5	hsa04110
Q9UJX3	P06493	hsa04110
P06493	Q9UJX3	hsa04110
Q9NYG5	P06493	hsa04110
P06493	Q9NYG5	hsa04110
P30260	P06493	hsa04110
P06493	P30260	hsa04110
Q9H1A4	Q8WWL7	hsa04110
Q8WWL7	Q9H1A4	hsa04110
Q9BS18	Q8WWL7	hsa04110
Q8WWL7	Q9BS18	hsa04110
Q9UJX2	Q8WWL7	hsa04110
Q8WWL7	Q9UJX2	hsa04110
Q9UJX6	Q8WWL7	hsa04110
Q8WWL7	Q9UJX6	hsa04110
Q9UJX4	Q8WWL7	hsa04110
Q8WWL7	Q9UJX4	hsa04110
Q9UM13	Q8WWL7	hsa04110
Q8WWL7	Q9UM13	hsa04110
Q13042	Q8WWL7	hsa04110
Q8WWL7	Q13042	hsa04110
Q8NHZ8	Q8WWL7	hsa04110
Q8WWL7	Q8NHZ8	hsa04110
Q9UJX5	Q8WWL7	hsa04110
Q8WWL7	Q9UJX5	hsa04110
Q9UJX3	Q8WWL7	hsa04110
Q8WWL7	Q9UJX3	hsa04110
Q9NYG5	Q8WWL7	hsa04110
Q8WWL7	Q9NYG5	hsa04110
P30260	Q8WWL7	hsa04110
Q8WWL7	P30260	hsa04110
O60729	Q9UM11	hsa04110
